"U1","U2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.4734e-06,1.4734e-06,1,0.324,0.324,0.5,0.25
1.4406e-06,1.4406e-06,1,0.328,0.328,0.5,0.25
1.4194e-06,1.4194e-06,1,0.332,0.332,0.5,0.25
1.4101e-06,1.4101e-06,1,0.336,0.336,0.5,0.25
1.4125e-06,1.4125e-06,1,0.34,0.34,0.5,0.25
1.4266e-06,1.4266e-06,1,0.344,0.344,0.5,0.25
1.4525e-06,1.4525e-06,1,0.348,0.348,0.5,0.25
1.4901e-06,1.4901e-06,1,0.352,0.352,0.5,0.25
1.5394e-06,1.5394e-06,1,0.356,0.356,0.5,0.25
1.6005e-06,1.6005e-06,1,0.36,0.36,0.5,0.25
1.6734e-06,1.6734e-06,1,0.364,0.364,0.5,0.25
1.758e-06,1.758e-06,1,0.368,0.368,0.5,0.25
1.8543e-06,1.8543e-06,1,0.372,0.372,0.5,0.25
5.9655e-06,5.9655e-06,1,0.376,0.376,0.5,0.25
5.1973e-06,5.1973e-06,1,0.38,0.38,0.5,0.25
4.5287e-06,4.5287e-06,1,0.384,0.384,0.5,0.25
3.9597e-06,3.9597e-06,1,0.388,0.388,0.5,0.25
3.4902e-06,3.4902e-06,1,0.392,0.392,0.5,0.25
3.1203e-06,3.1203e-06,1,0.396,0.396,0.5,0.25
2.85e-06,2.85e-06,1,0.4,0.4,0.5,0.25
2.6793e-06,2.6793e-06,1,0.404,0.404,0.5,0.25
2.6081e-06,2.6081e-06,1,0.408,0.408,0.5,0.25
2.6365e-06,2.6365e-06,1,0.412,0.412,0.5,0.25
2.7644e-06,2.7644e-06,1,0.416,0.416,0.5,0.25
2.9919e-06,2.9919e-06,1,0.42,0.42,0.5,0.25
3.319e-06,3.319e-06,1,0.424,0.424,0.5,0.25
3.7457e-06,3.7457e-06,1,0.428,0.428,0.5,0.25
4.2719e-06,4.2719e-06,1,0.432,0.432,0.5,0.25
9.994e-07,9.994e-07,1,0.436,0.436,0.5,0.25
2.5311e-06,2.5311e-06,1,0.44,0.44,0.5,0.25
4.3602e-06,4.3602e-06,1,0.444,0.444,0.5,0.25
6.4877e-06,6.4877e-06,1,0.448,0.448,0.5,0.25
8.9118e-06,8.9118e-06,1,0.452,0.452,0.5,0.25
1.1633e-05,1.1633e-05,1,0.456,0.456,0.5,0.25
1.4652e-05,1.4652e-05,1,0.46,0.46,0.5,0.25
1.7969e-05,1.7969e-05,1,0.464,0.464,0.5,0.25
4.6733e-05,4.6733e-05,1,0.468,0.468,0.5,0.25
4.514e-05,4.514e-05,1,0.472,0.472,0.5,0.25
4.4897e-05,4.4897e-05,1,0.476,0.476,0.5,0.25
4.6004e-05,4.6004e-05,1,0.48,0.48,0.5,0.25
4.8464e-05,4.8464e-05,1,0.484,0.484,0.5,0.25
5.2273e-05,5.2273e-05,1,0.488,0.488,0.5,0.25
5.7433e-05,5.7433e-05,1,0.492,0.492,0.5,0.25
6.3943e-05,6.3943e-05,1,0.496,0.496,0.5,0.25
7.1803e-05,7.1803e-05,1,0.5,0.5,0.5,0.25
8.1014e-05,8.1014e-05,1,0.504,0.504,0.5,0.25
9.1576e-05,9.1576e-05,1,0.508,0.508,0.5,0.25
0.00010349,0.00010349,1,0.512,0.512,0.5,0.25
0.00011675,0.00011675,1,0.516,0.516,0.5,0.25
0.00013136,0.00013136,1,0.52,0.52,0.5,0.25
0.00014733,0.00014733,1,0.524,0.524,0.5,0.25
0.00016464,0.00016464,1,0.528,0.528,0.5,0.25
0.00018331,0.00018331,1,0.532,0.532,0.5,0.25
0.00020332,0.00020332,1,0.536,0.536,0.5,0.25
0.00022469,0.00022469,1,0.54,0.54,0.5,0.25
0.00024741,0.00024741,1,0.544,0.544,0.5,0.25
0.00027148,0.00027148,1,0.548,0.548,0.5,0.25
0.00029689,0.00029689,1,0.552,0.552,0.5,0.25
0.00032366,0.00032366,1,0.556,0.556,0.5,0.25
0.00035178,0.00035178,1,0.56,0.56,0.5,0.25
0.00038125,0.00038125,1,0.564,0.564,0.5,0.25
0.00041207,0.00041207,1,0.568,0.568,0.5,0.25
0.00044425,0.00044425,1,0.572,0.572,0.5,0.25
0.00047777,0.00047777,1,0.576,0.576,0.5,0.25
0.00051265,0.00051265,1,0.58,0.58,0.5,0.25
0.00057227,0.00057227,1,0.584,0.584,0.5,0.25
0.00058828,0.00058828,1,0.588,0.588,0.5,0.25
0.00064246,0.00064246,1,0.592,0.592,0.5,0.25
0.00069929,0.00069929,1,0.596,0.596,0.5,0.25
0.00075876,0.00075876,1,0.6,0.6,0.5,0.25
0.00082852,0.00082852,1,0.604,0.604,0.5,0.25
0.00089397,0.00089397,1,0.608,0.608,0.5,0.25
0.00096276,0.00096276,1,0.612,0.612,0.5,0.25
0.0010349,0.0010349,1,0.616,0.616,0.5,0.25
0.0011104,0.0011104,1,0.62,0.62,0.5,0.25
0.0011892,0.0011892,1,0.624,0.624,0.5,0.25
0.0012713,0.0012713,1,0.628,0.628,0.5,0.25
0.0013568,0.0013568,1,0.632,0.632,0.5,0.25
0.0014456,0.0014456,1,0.636,0.636,0.5,0.25
0.0015377,0.0015377,1,0.64,0.64,0.5,0.25
0.0015472,0.0015472,1,0.644,0.644,0.5,0.25
0.0016714,0.0016714,1,0.648,0.648,0.5,0.25
0.0019562,0.0019562,1,0.652,0.652,0.5,0.25
0.0020147,0.0020147,1,0.656,0.656,0.5,0.25
0.0020894,0.0020894,1,0.66,0.66,0.5,0.25
0.0021802,0.0021802,1,0.664,0.664,0.5,0.25
0.0022871,0.0022871,1,0.668,0.668,0.5,0.25
0.00241,0.00241,1,0.672,0.672,0.5,0.25
0.0027346,0.0027346,1,0.676,0.676,0.5,0.25
0.0028924,0.0028924,1,0.68,0.68,0.5,0.25
0.0030622,0.0030622,1,0.684,0.684,0.5,0.25
0.003244,0.003244,1,0.688,0.688,0.5,0.25
0.0034379,0.0034379,1,0.692,0.692,0.5,0.25
0.0036438,0.0036438,1,0.696,0.696,0.5,0.25
0.0038617,0.0038617,1,0.7,0.7,0.5,0.25
0.0040917,0.0040917,1,0.704,0.704,0.5,0.25
0.0043337,0.0043337,1,0.708,0.708,0.5,0.25
0.0045878,0.0045878,1,0.712,0.712,0.5,0.25
0.0048539,0.0048539,1,0.716,0.716,0.5,0.25
0.005132,0.005132,1,0.72,0.72,0.5,0.25
0.0054222,0.0054222,1,0.724,0.724,0.5,0.25
0.0057244,0.0057244,1,0.728,0.728,0.5,0.25
0.0060386,0.0060386,1,0.732,0.732,0.5,0.25
0.0063648,0.0063648,1,0.736,0.736,0.5,0.25
0.0067032,0.0067032,1,0.74,0.74,0.5,0.25
0.0070535,0.0070535,1,0.744,0.744,0.5,0.25
0.0074159,0.0074159,1,0.748,0.748,0.5,0.25
0.0077903,0.0077903,1,0.752,0.752,0.5,0.25
0.0081768,0.0081768,1,0.756,0.756,0.5,0.25
0.0085753,0.0085753,1,0.76,0.76,0.5,0.25
0.0089858,0.0089858,1,0.764,0.764,0.5,0.25
0.0096888,0.0096888,1,0.768,0.768,0.5,0.25
0.010108,0.010108,1,0.772,0.772,0.5,0.25
0.010537,0.010537,1,0.776,0.776,0.5,0.25
0.010978,0.010978,1,0.78,0.78,0.5,0.25
0.011429,0.011429,1,0.784,0.784,0.5,0.25
0.01189,0.01189,1,0.788,0.788,0.5,0.25
0.012363,0.012363,1,0.792,0.792,0.5,0.25
0.012943,0.012943,1,0.796,0.796,0.5,0.25
0.013484,0.013484,1,0.8,0.8,0.5,0.25
0.014309,0.014309,1,0.804,0.804,0.5,0.25
0.014989,0.014989,1,0.808,0.808,0.5,0.25
0.015692,0.015692,1,0.812,0.812,0.5,0.25
0.016294,0.016294,1,0.816,0.816,0.5,0.25
0.017023,0.017023,1,0.82,0.82,0.5,0.25
0.017779,0.017779,1,0.824,0.824,0.5,0.25
0.018562,0.018562,1,0.828,0.828,0.5,0.25
0.01937,0.01937,1,0.832,0.832,0.5,0.25
0.020514,0.020514,1,0.836,0.836,0.5,0.25
0.021483,0.021483,1,0.84,0.84,0.5,0.25
0.022524,0.022524,1,0.844,0.844,0.5,0.25
0.023636,0.023636,1,0.848,0.848,0.5,0.25
0.026723,0.026723,1,0.852,0.852,0.5,0.25
0.027523,0.027523,1,0.856,0.856,0.5,0.25
0.028443,0.028443,1,0.86,0.86,0.5,0.25
0.029484,0.029484,1,0.864,0.864,0.5,0.25
0.030645,0.030645,1,0.868,0.868,0.5,0.25
0.031927,0.031927,1,0.872,0.872,0.5,0.25
0.033329,0.033329,1,0.876,0.876,0.5,0.25
0.034852,0.034852,1,0.88,0.88,0.5,0.25
0.037469,0.037469,1,0.884,0.884,0.5,0.25
0.039137,0.039137,1,0.888,0.888,0.5,0.25
0.040933,0.040933,1,0.892,0.892,0.5,0.25
0.042856,0.042856,1,0.896,0.896,0.5,0.25
0.044908,0.044908,1,0.9,0.9,0.5,0.25
0.047087,0.047087,1,0.904,0.904,0.5,0.25
0.049394,0.049394,1,0.908,0.908,0.5,0.25
0.051829,0.051829,1,0.912,0.912,0.5,0.25
0.054392,0.054392,1,0.916,0.916,0.5,0.25
0.057083,0.057083,1,0.92,0.92,0.5,0.25
0.059902,0.059902,1,0.924,0.924,0.5,0.25
0.062848,0.062848,1,0.928,0.928,0.5,0.25
0.065922,0.065922,1,0.932,0.932,0.5,0.25
0.069124,0.069124,1,0.936,0.936,0.5,0.25
0.072454,0.072454,1,0.94,0.94,0.5,0.25
0.075912,0.075912,1,0.944,0.944,0.5,0.25
0.079498,0.079498,1,0.948,0.948,0.5,0.25
0.083211,0.083211,1,0.952,0.952,0.5,0.25
0.087054,0.087054,1,0.956,0.956,0.5,0.25
0.091023,0.091023,1,0.96,0.96,0.5,0.25
0.09512,0.09512,1,0.964,0.964,0.5,0.25
0.10021,0.10021,1,0.968,0.968,0.5,0.25
0.10497,0.10497,1,0.972,0.972,0.5,0.25
0.11005,0.11005,1,0.976,0.976,0.5,0.25
0.11545,0.11545,1,0.98,0.98,0.5,0.25
0.12116,0.12116,1,0.984,0.984,0.5,0.25
0.12718,0.12718,1,0.988,0.988,0.5,0.25
0.13352,0.13352,1,0.992,0.992,0.5,0.25
0.14018,0.14018,1,0.996,0.996,0.5,0.25
0.14715,0.14715,1,1,1,0.5,0.25
0.15444,0.15444,1,1.004,1.004,0.5,0.25
0.16204,0.16204,1,1.008,1.008,0.5,0.25
0.16878,0.16878,1,1.012,1.012,0.5,0.25
0.17659,0.17659,1,1.016,1.016,0.5,0.25
0.18485,0.18485,1,1.02,1.02,0.5,0.25
0.19358,0.19358,1,1.024,1.024,0.5,0.25
0.20278,0.20278,1,1.028,1.028,0.5,0.25
0.21244,0.21244,1,1.032,1.032,0.5,0.25
0.22257,0.22257,1,1.036,1.036,0.5,0.25
0.23317,0.23317,1,1.04,1.04,0.5,0.25
0.24423,0.24423,1,1.044,1.044,0.5,0.25
0.25575,0.25575,1,1.048,1.048,0.5,0.25
0.26815,0.26815,1,1.052,1.052,0.5,0.25
0.28013,0.28013,1,1.056,1.056,0.5,0.25
0.29273,0.29273,1,1.06,1.06,0.5,0.25
0.30593,0.30593,1,1.064,1.064,0.5,0.25
0.31974,0.31974,1,1.068,1.068,0.5,0.25
0.33416,0.33416,1,1.072,1.072,0.5,0.25
0.34919,0.34919,1,1.076,1.076,0.5,0.25
0.36483,0.36483,1,1.08,1.08,0.5,0.25
0.3912,0.3912,1,1.084,1.084,0.5,0.25
0.40738,0.40738,1,1.088,1.088,0.5,0.25
0.42546,0.42546,1,1.092,1.092,0.5,0.25
0.44545,0.44546,1,1.096,1.096,0.5,0.25
0.46735,0.46735,1,1.1,1.1,0.5,0.25
0.49115,0.49115,1,1.104,1.104,0.5,0.25
0.51686,0.51686,1,1.108,1.108,0.5,0.25
0.54448,0.54448,1,1.112,1.112,0.5,0.25
0.574,0.574,1,1.116,1.116,0.5,0.25
0.60542,0.60542,1,1.12,1.12,0.5,0.25
0.63875,0.63875,1,1.124,1.124,0.5,0.25
0.67399,0.67399,1,1.128,1.128,0.5,0.25
0.71114,0.71114,1,1.132,1.132,0.5,0.25
0.75019,0.75019,1,1.136,1.136,0.5,0.25
0.79114,0.79115,1,1.14,1.14,0.5,0.25
0.81882,0.81875,1,1.144,1.144,0.5,0.25
0.87353,0.87347,1,1.148,1.148,0.5,0.25
0.93071,0.93067,1,1.152,1.152,0.5,0.25
0.99038,0.99034,1,1.156,1.156,0.5,0.25
1.0525,1.0525,1,1.16,1.16,0.5,0.25
1.1171,1.1171,1,1.164,1.164,0.5,0.25
1.1842,1.1842,1,1.168,1.168,0.5,0.25
1.2538,1.2538,1,1.172,1.172,0.5,0.25
1.3259,1.3259,1,1.176,1.176,0.5,0.25
1.4004,1.4004,1,1.18,1.18,0.5,0.25
1.4774,1.4775,1,1.184,1.184,0.5,0.25
1.5569,1.557,1,1.188,1.188,0.5,0.25
1.6358,1.6355,1,1.192,1.192,0.5,0.25
1.7364,1.7359,1,1.196,1.196,0.5,0.25
1.8365,1.8361,1,1.2,1.2,0.5,0.25
1.9363,1.9359,1,1.204,1.204,0.5,0.25
2.0357,2.0354,1,1.208,1.208,0.5,0.25
2.1347,2.1346,1,1.212,1.212,0.5,0.25
2.2333,2.2335,1,1.216,1.216,0.5,0.25
2.3315,2.332,1,1.22,1.22,0.5,0.25
2.4293,2.4303,1,1.224,1.224,0.5,0.25
2.5267,2.5283,1,1.228,1.228,0.5,0.25
2.6237,2.626,1,1.232,1.232,0.5,0.25
2.7204,2.7233,1,1.236,1.236,0.5,0.25
2.835,2.8438,1,1.24,1.24,0.5,0.25
2.9066,2.9149,1,1.244,1.244,0.5,0.25
2.9754,2.9835,1,1.248,1.248,0.5,0.25
3.0414,3.0494,1,1.252,1.252,0.5,0.25
3.1045,3.1128,1,1.256,1.256,0.5,0.25
3.1647,3.1736,1,1.26,1.26,0.5,0.25
3.2222,3.2318,1,1.264,1.264,0.5,0.25
3.2768,3.2875,1,1.268,1.268,0.5,0.25
nan,nan,0,1.272,1.272,0.5,0.25
3.3844,3.3945,1,1.276,1.276,0.5,0.25
3.4266,3.4373,1,1.28,1.28,0.5,0.25
3.4676,3.4783,1,1.284,1.284,0.5,0.25
3.5073,3.5177,1,1.288,1.288,0.5,0.25
3.5457,3.5554,1,1.292,1.292,0.5,0.25
3.5829,3.5914,1,1.296,1.296,0.5,0.25
3.6188,3.6256,1,1.3,1.3,0.5,0.25
3.6534,3.6582,1,1.304,1.304,0.5,0.25
3.6964,3.6956,1,1.308,1.308,0.5,0.25
3.7189,3.7172,1,1.312,1.312,0.5,0.25
3.7402,3.7379,1,1.316,1.316,0.5,0.25
3.7604,3.7574,1,1.32,1.32,0.5,0.25
3.7794,3.776,1,1.324,1.324,0.5,0.25
3.7974,3.7935,1,1.328,1.328,0.5,0.25
3.8143,3.81,1,1.332,1.332,0.5,0.25
3.83,3.8254,1,1.336,1.336,0.5,0.25
3.8447,3.8398,1,1.34,1.34,0.5,0.25
3.8582,3.8531,1,1.344,1.344,0.5,0.25
3.8706,3.8655,1,1.348,1.348,0.5,0.25
3.8819,3.8768,1,1.352,1.352,0.5,0.25
3.8921,3.887,1,1.356,1.356,0.5,0.25
3.9012,3.8962,1,1.36,1.36,0.5,0.25
3.9092,3.9044,1,1.364,1.364,0.5,0.25
3.912,3.9045,1,1.368,1.368,0.5,0.25
3.9191,3.9106,1,1.372,1.372,0.5,0.25
3.9251,3.9156,1,1.376,1.376,0.5,0.25
3.93,3.9196,1,1.38,1.38,0.5,0.25
3.9339,3.9225,1,1.384,1.384,0.5,0.25
3.9411,3.923,1,1.388,1.388,0.5,0.25
3.945,3.9266,1,1.392,1.392,0.5,0.25
3.9486,3.93,1,1.396,1.396,0.5,0.25
3.9519,3.933,1,1.4,1.4,0.5,0.25
3.9549,3.9358,1,1.404,1.404,0.5,0.25
3.9576,3.9383,1,1.408,1.408,0.5,0.25
3.96,3.9405,1,1.412,1.412,0.5,0.25
3.9621,3.9424,1,1.416,1.416,0.5,0.25
3.9639,3.944,1,1.42,1.42,0.5,0.25
3.9654,3.9454,1,1.424,1.424,0.5,0.25
3.9665,3.9464,1,1.428,1.428,0.5,0.25
3.9674,3.9472,1,1.432,1.432,0.5,0.25
3.968,3.9477,1,1.436,1.436,0.5,0.25
3.9682,3.9479,1,1.44,1.44,0.5,0.25
3.9665,3.9478,1,1.444,1.444,0.5,0.25
3.9668,3.9526,1,1.448,1.448,0.5,0.25
3.9652,3.9527,1,1.452,1.452,0.5,0.25
3.9636,3.9527,1,1.456,1.456,0.5,0.25
3.962,3.9527,1,1.46,1.46,0.5,0.25
3.9576,3.9504,1,1.464,1.464,0.5,0.25
3.9561,3.9502,1,1.468,1.468,0.5,0.25
3.9545,3.95,1,1.472,1.472,0.5,0.25
3.953,3.9497,1,1.476,1.476,0.5,0.25
3.9515,3.9494,1,1.48,1.48,0.5,0.25
3.95,3.9491,1,1.484,1.484,0.5,0.25
3.9485,3.9487,1,1.488,1.488,0.5,0.25
3.947,3.9483,1,1.492,1.492,0.5,0.25
3.9456,3.9479,1,1.496,1.496,0.5,0.25
3.9442,3.9475,1,1.5,1.5,0.5,0.25
3.9427,3.947,1,1.504,1.504,0.5,0.25
3.9413,3.9464,1,1.508,1.508,0.5,0.25
3.9354,3.9433,1,1.512,1.512,0.5,0.25
3.9362,3.9437,1,1.516,1.516,0.5,0.25
3.9371,3.9441,1,1.52,1.52,0.5,0.25
3.938,3.9445,1,1.524,1.524,0.5,0.25
3.9389,3.9449,1,1.528,1.528,0.5,0.25
3.9399,3.9453,1,1.532,1.532,0.5,0.25
3.9409,3.9458,1,1.536,1.536,0.5,0.25
3.9419,3.9462,1,1.54,1.54,0.5,0.25
3.943,3.9467,1,1.544,1.544,0.5,0.25
3.9441,3.9472,1,1.548,1.548,0.5,0.25
3.9453,3.9476,1,1.552,1.552,0.5,0.25
3.9465,3.9481,1,1.556,1.556,0.5,0.25
3.9477,3.9486,1,1.56,1.56,0.5,0.25
3.949,3.9492,1,1.564,1.564,0.5,0.25
3.9503,3.9497,1,1.568,1.568,0.5,0.25
3.9517,3.9502,1,1.572,1.572,0.5,0.25
3.953,3.9508,1,1.576,1.576,0.5,0.25
3.9545,3.9514,1,1.58,1.58,0.5,0.25
3.9559,3.9519,1,1.584,1.584,0.5,0.25
3.9574,3.9525,1,1.588,1.588,0.5,0.25
3.959,3.9531,1,1.592,1.592,0.5,0.25
3.9606,3.9537,1,1.596,1.596,0.5,0.25
3.9622,3.9543,1,1.6,1.6,0.5,0.25
3.9638,3.955,1,1.604,1.604,0.5,0.25
3.9655,3.9556,1,1.608,1.608,0.5,0.25
3.9672,3.9563,1,1.612,1.612,0.5,0.25
3.969,3.957,1,1.616,1.616,0.5,0.25
3.9708,3.9576,1,1.62,1.62,0.5,0.25
3.9727,3.9583,1,1.624,1.624,0.5,0.25
3.9746,3.959,1,1.628,1.628,0.5,0.25
3.9765,3.9598,1,1.632,1.632,0.5,0.25
3.9784,3.9605,1,1.636,1.636,0.5,0.25
3.9792,3.9599,1,1.64,1.64,0.5,0.25
3.9804,3.9603,1,1.644,1.644,0.5,0.25
3.9814,3.9608,1,1.648,1.648,0.5,0.25
3.9825,3.9613,1,1.652,1.652,0.5,0.25
3.9836,3.9619,1,1.656,1.656,0.5,0.25
3.9847,3.9625,1,1.66,1.66,0.5,0.25
3.9857,3.9631,1,1.664,1.664,0.5,0.25
3.9867,3.9637,1,1.668,1.668,0.5,0.25
3.9878,3.9644,1,1.672,1.672,0.5,0.25
3.9888,3.9651,1,1.676,1.676,0.5,0.25
3.9898,3.9659,1,1.68,1.68,0.5,0.25
3.989,3.9635,1,1.684,1.684,0.5,0.25
3.9897,3.9646,1,1.688,1.688,0.5,0.25
3.9904,3.9658,1,1.692,1.692,0.5,0.25
3.9911,3.9669,1,1.696,1.696,0.5,0.25
3.9917,3.9681,1,1.7,1.7,0.5,0.25
3.9923,3.9692,1,1.704,1.704,0.5,0.25
3.9928,3.9704,1,1.708,1.708,0.5,0.25
3.9933,3.9716,1,1.712,1.712,0.5,0.25
3.9937,3.9728,1,1.716,1.716,0.5,0.25
3.9941,3.974,1,1.72,1.72,0.5,0.25
3.9945,3.9752,1,1.724,1.724,0.5,0.25
3.9934,3.9751,1,1.728,1.728,0.5,0.25
3.994,3.9765,1,1.732,1.732,0.5,0.25
3.9945,3.9777,1,1.736,1.736,0.5,0.25
3.9946,3.9796,1,1.74,1.74,0.5,0.25
3.9947,3.9815,1,1.744,1.744,0.5,0.25
3.9949,3.9834,1,1.748,1.748,0.5,0.25
3.995,3.9853,1,1.752,1.752,0.5,0.25
3.9956,3.9847,1,1.756,1.756,0.5,0.25
3.9957,3.9872,1,1.76,1.76,0.5,0.25
3.9958,3.9897,1,1.764,1.764,0.5,0.25
3.9959,3.992,1,1.768,1.768,0.5,0.25
3.9959,3.9943,1,1.772,1.772,0.5,0.25
nan,nan,0,1.776,1.776,0.5,0.25
nan,nan,0,1.78,1.78,0.5,0.25
3.996,4.0007,1,1.784,1.784,0.5,0.25
3.996,4.0027,1,1.788,1.788,0.5,0.25
3.996,4.0046,1,1.792,1.792,0.5,0.25
3.996,4.0064,1,1.796,1.796,0.5,0.25
3.996,4.0081,1,1.8,1.8,0.5,0.25
3.9959,4.0097,1,1.804,1.804,0.5,0.25
3.9959,4.0113,1,1.808,1.808,0.5,0.25
3.9958,4.0128,1,1.812,1.812,0.5,0.25
3.9958,4.0142,1,1.816,1.816,0.5,0.25
3.9957,4.0155,1,1.82,1.82,0.5,0.25
3.9956,4.0168,1,1.824,1.824,0.5,0.25
3.9955,4.0179,1,1.828,1.828,0.5,0.25
3.9954,4.019,1,1.832,1.832,0.5,0.25
3.9953,4.02,1,1.836,1.836,0.5,0.25
3.9951,4.0209,1,1.84,1.84,0.5,0.25
3.995,4.0218,1,1.844,1.844,0.5,0.25
3.9941,4.0229,1,1.848,1.848,0.5,0.25
3.9943,4.0232,1,1.852,1.852,0.5,0.25
3.9946,4.0234,1,1.856,1.856,0.5,0.25
3.9948,4.0234,1,1.86,1.86,0.5,0.25
