"U1","U2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.8599e-09,2.8599e-09,1,0.184,0.184,0.5,0.25
2.4321e-09,2.4321e-09,1,0.188,0.188,0.5,0.25
1.9737e-09,1.9737e-09,1,0.192,0.192,0.5,0.25
1.4847e-09,1.4847e-09,1,0.196,0.196,0.5,0.25
5.4286e-09,5.4286e-09,1,0.2,0.2,0.5,0.25
4.6717e-09,4.6717e-09,1,0.204,0.204,0.5,0.25
4.101e-09,4.101e-09,1,0.208,0.208,0.5,0.25
3.7163e-09,3.7163e-09,1,0.212,0.212,0.5,0.25
-1.0552e-07,-1.0552e-07,1,0.216,0.216,0.5,0.25
-9.1755e-08,-9.1755e-08,1,0.22,0.22,0.5,0.25
-7.9574e-08,-7.9574e-08,1,0.224,0.224,0.5,0.25
-6.8974e-08,-6.8974e-08,1,0.228,0.228,0.5,0.25
-5.9956e-08,-5.9956e-08,1,0.232,0.232,0.5,0.25
-2.7273e-07,-2.7273e-07,1,0.236,0.236,0.5,0.25
-1.9155e-07,-1.9155e-07,1,0.24,0.24,0.5,0.25
-1.1276e-07,-1.1276e-07,1,0.244,0.244,0.5,0.25
-3.6352e-08,-3.6352e-08,1,0.248,0.248,0.5,0.25
3.7669e-08,3.7669e-08,1,0.252,0.252,0.5,0.25
1.093e-07,1.093e-07,1,0.256,0.256,0.5,0.25
1.7856e-07,1.7856e-07,1,0.26,0.26,0.5,0.25
2.4542e-07,2.4542e-07,1,0.264,0.264,0.5,0.25
3.099e-07,3.099e-07,1,0.268,0.268,0.5,0.25
3.72e-07,3.72e-07,1,0.272,0.272,0.5,0.25
4.317e-07,4.317e-07,1,0.276,0.276,0.5,0.25
4.8903e-07,4.8903e-07,1,0.28,0.28,0.5,0.25
5.4397e-07,5.4397e-07,1,0.284,0.284,0.5,0.25
5.9652e-07,5.9652e-07,1,0.288,0.288,0.5,0.25
2.8195e-06,2.8195e-06,1,0.292,0.292,0.5,0.25
2.4709e-06,2.4709e-06,1,0.296,0.296,0.5,0.25
2.1538e-06,2.1538e-06,1,0.3,0.3,0.5,0.25
1.8684e-06,1.8684e-06,1,0.304,0.304,0.5,0.25
1.6146e-06,1.6146e-06,1,0.308,0.308,0.5,0.25
1.3923e-06,1.3923e-06,1,0.312,0.312,0.5,0.25
1.2016e-06,1.2016e-06,1,0.316,0.316,0.5,0.25
1.0426e-06,1.0426e-06,1,0.32,0.32,0.5,0.25
9.1516e-07,9.1516e-07,1,0.324,0.324,0.5,0.25
8.1931e-07,8.1931e-07,1,0.328,0.328,0.5,0.25
7.5506e-07,7.5506e-07,1,0.332,0.332,0.5,0.25
7.2241e-07,7.2241e-07,1,0.336,0.336,0.5,0.25
7.2135e-07,7.2135e-07,1,0.34,0.34,0.5,0.25
7.5195e-07,7.5195e-07,1,0.344,0.344,0.5,0.25
8.1408e-07,8.1408e-07,1,0.348,0.348,0.5,0.25
9.0776e-07,9.0776e-07,1,0.352,0.352,0.5,0.25
1.0331e-06,1.0331e-06,1,0.356,0.356,0.5,0.25
1.19e-06,1.19e-06,1,0.36,0.36,0.5,0.25
1.3785e-06,1.3785e-06,1,0.364,0.364,0.5,0.25
1.5987e-06,1.5987e-06,1,0.368,0.368,0.5,0.25
1.8504e-06,1.8504e-06,1,0.372,0.372,0.5,0.25
9.8864e-06,9.8864e-06,1,0.376,0.376,0.5,0.25
8.4665e-06,8.4665e-06,1,0.38,0.38,0.5,0.25
7.3701e-06,7.3701e-06,1,0.384,0.384,0.5,0.25
6.5973e-06,6.5973e-06,1,0.388,0.388,0.5,0.25
6.148e-06,6.148e-06,1,0.392,0.392,0.5,0.25
6.0223e-06,6.0223e-06,1,0.396,0.396,0.5,0.25
6.2202e-06,6.2202e-06,1,0.4,0.4,0.5,0.25
6.7417e-06,6.7417e-06,1,0.404,0.404,0.5,0.25
7.5866e-06,7.5866e-06,1,0.408,0.408,0.5,0.25
8.7552e-06,8.7552e-06,1,0.412,0.412,0.5,0.25
1.0247e-05,1.0247e-05,1,0.416,0.416,0.5,0.25
1.2063e-05,1.2063e-05,1,0.42,0.42,0.5,0.25
1.4202e-05,1.4202e-05,1,0.424,0.424,0.5,0.25
1.6665e-05,1.6665e-05,1,0.428,0.428,0.5,0.25
1.9452e-05,1.9452e-05,1,0.432,0.432,0.5,0.25
1.6925e-05,1.6925e-05,1,0.436,0.436,0.5,0.25
2.2886e-05,2.2886e-05,1,0.44,0.44,0.5,0.25
2.9284e-05,2.9284e-05,1,0.444,0.444,0.5,0.25
3.6122e-05,3.6122e-05,1,0.448,0.448,0.5,0.25
4.3396e-05,4.3396e-05,1,0.452,0.452,0.5,0.25
5.1106e-05,5.1106e-05,1,0.456,0.456,0.5,0.25
5.9255e-05,5.9255e-05,1,0.46,0.46,0.5,0.25
6.7842e-05,6.7842e-05,1,0.464,0.464,0.5,0.25
0.00010452,0.00010452,1,0.468,0.468,0.5,0.25
0.0001103,0.0001103,1,0.472,0.472,0.5,0.25
0.00011761,0.00011761,1,0.476,0.476,0.5,0.25
0.00012644,0.00012644,1,0.48,0.48,0.5,0.25
0.0001368,0.0001368,1,0.484,0.484,0.5,0.25
0.00014869,0.00014869,1,0.488,0.488,0.5,0.25
0.0001621,0.0001621,1,0.492,0.492,0.5,0.25
0.00017703,0.00017703,1,0.496,0.496,0.5,0.25
0.00019349,0.00019349,1,0.5,0.5,0.5,0.25
0.00021148,0.00021148,1,0.504,0.504,0.5,0.25
0.00023099,0.00023099,1,0.508,0.508,0.5,0.25
0.00025203,0.00025203,1,0.512,0.512,0.5,0.25
0.00027459,0.00027459,1,0.516,0.516,0.5,0.25
0.00029867,0.00029867,1,0.52,0.52,0.5,0.25
0.00032429,0.00032429,1,0.524,0.524,0.5,0.25
0.00035142,0.00035142,1,0.528,0.528,0.5,0.25
0.00038009,0.00038009,1,0.532,0.532,0.5,0.25
0.00041028,0.00041028,1,0.536,0.536,0.5,0.25
0.00044199,0.00044199,1,0.54,0.54,0.5,0.25
0.00047523,0.00047523,1,0.544,0.544,0.5,0.25
0.00051,0.00051,1,0.548,0.548,0.5,0.25
0.00054629,0.00054629,1,0.552,0.552,0.5,0.25
0.0005841,0.0005841,1,0.556,0.556,0.5,0.25
0.00062345,0.00062345,1,0.56,0.56,0.5,0.25
0.00066431,0.00066431,1,0.564,0.564,0.5,0.25
0.0007067,0.0007067,1,0.568,0.568,0.5,0.25
0.00075062,0.00075062,1,0.572,0.572,0.5,0.25
0.00079607,0.00079607,1,0.576,0.576,0.5,0.25
0.00084304,0.00084304,1,0.58,0.58,0.5,0.25
0.00089907,0.00089907,1,0.584,0.584,0.5,0.25
0.00092098,0.00092098,1,0.588,0.588,0.5,0.25
0.00099732,0.00099732,1,0.592,0.592,0.5,0.25
0.0010762,0.0010762,1,0.596,0.596,0.5,0.25
0.0011575,0.0011575,1,0.6,0.6,0.5,0.25
0.0012344,0.0012344,1,0.604,0.604,0.5,0.25
0.0013262,0.0013262,1,0.608,0.608,0.5,0.25
0.0014222,0.0014222,1,0.612,0.612,0.5,0.25
0.0015224,0.0015224,1,0.616,0.616,0.5,0.25
0.0016268,0.0016268,1,0.62,0.62,0.5,0.25
0.0017355,0.0017355,1,0.624,0.624,0.5,0.25
0.0018484,0.0018484,1,0.628,0.628,0.5,0.25
0.0019656,0.0019656,1,0.632,0.632,0.5,0.25
0.0020869,0.0020869,1,0.636,0.636,0.5,0.25
0.0022125,0.0022125,1,0.64,0.64,0.5,0.25
0.0022483,0.0022483,1,0.644,0.644,0.5,0.25
0.002415,0.002415,1,0.648,0.648,0.5,0.25
0.0027819,0.0027819,1,0.652,0.652,0.5,0.25
0.0028658,0.0028658,1,0.656,0.656,0.5,0.25
0.0029689,0.0029689,1,0.66,0.66,0.5,0.25
0.0030909,0.0030909,1,0.664,0.664,0.5,0.25
0.0032321,0.0032321,1,0.668,0.668,0.5,0.25
0.0033922,0.0033922,1,0.672,0.672,0.5,0.25
0.0037704,0.0037704,1,0.676,0.676,0.5,0.25
0.0039707,0.0039707,1,0.68,0.68,0.5,0.25
0.0041842,0.0041842,1,0.684,0.684,0.5,0.25
0.004411,0.004411,1,0.688,0.688,0.5,0.25
0.0046509,0.0046509,1,0.692,0.692,0.5,0.25
0.004904,0.004904,1,0.696,0.696,0.5,0.25
0.0051704,0.0051704,1,0.7,0.7,0.5,0.25
0.0054499,0.0054499,1,0.704,0.704,0.5,0.25
0.0057427,0.0057427,1,0.708,0.708,0.5,0.25
0.0060486,0.0060486,1,0.712,0.712,0.5,0.25
0.0063678,0.0063678,1,0.716,0.716,0.5,0.25
0.0067001,0.0067001,1,0.72,0.72,0.5,0.25
0.0070456,0.0070456,1,0.724,0.724,0.5,0.25
0.0074044,0.0074044,1,0.728,0.728,0.5,0.25
0.0077764,0.0077764,1,0.732,0.732,0.5,0.25
0.0081614,0.0081614,1,0.736,0.736,0.5,0.25
0.0085599,0.0085599,1,0.74,0.74,0.5,0.25
0.0089714,0.0089714,1,0.744,0.744,0.5,0.25
0.0093962,0.0093962,1,0.748,0.748,0.5,0.25
0.0098342,0.0098342,1,0.752,0.752,0.5,0.25
0.010285,0.010285,1,0.756,0.756,0.5,0.25
0.01075,0.01075,1,0.76,0.76,0.5,0.25
0.011227,0.011227,1,0.764,0.764,0.5,0.25
0.012046,0.012046,1,0.768,0.768,0.5,0.25
0.01251,0.01251,1,0.772,0.772,0.5,0.25
0.012985,0.012985,1,0.776,0.776,0.5,0.25
0.013472,0.013472,1,0.78,0.78,0.5,0.25
0.013971,0.013971,1,0.784,0.784,0.5,0.25
0.01448,0.01448,1,0.788,0.788,0.5,0.25
0.015002,0.015002,1,0.792,0.792,0.5,0.25
0.015608,0.015608,1,0.796,0.796,0.5,0.25
0.016224,0.016224,1,0.8,0.8,0.5,0.25
0.017177,0.017177,1,0.804,0.804,0.5,0.25
0.017955,0.017955,1,0.808,0.808,0.5,0.25
0.018756,0.018756,1,0.812,0.812,0.5,0.25
0.019517,0.019517,1,0.816,0.816,0.5,0.25
0.020345,0.020345,1,0.82,0.82,0.5,0.25
0.021201,0.021201,1,0.824,0.824,0.5,0.25
0.022088,0.022088,1,0.828,0.828,0.5,0.25
0.023003,0.023003,1,0.832,0.832,0.5,0.25
0.024363,0.024363,1,0.836,0.836,0.5,0.25
0.025468,0.025468,1,0.84,0.84,0.5,0.25
0.026652,0.026652,1,0.844,0.844,0.5,0.25
0.027916,0.027916,1,0.848,0.848,0.5,0.25
0.031453,0.031453,1,0.852,0.852,0.5,0.25
0.032381,0.032381,1,0.856,0.856,0.5,0.25
0.033442,0.033442,1,0.86,0.86,0.5,0.25
0.034634,0.034634,1,0.864,0.864,0.5,0.25
0.035959,0.035959,1,0.868,0.868,0.5,0.25
0.037416,0.037416,1,0.872,0.872,0.5,0.25
0.039005,0.039005,1,0.876,0.876,0.5,0.25
0.040726,0.040726,1,0.88,0.88,0.5,0.25
0.043546,0.043546,1,0.884,0.884,0.5,0.25
0.045502,0.045502,1,0.888,0.888,0.5,0.25
0.0476,0.0476,1,0.892,0.892,0.5,0.25
0.049838,0.049838,1,0.896,0.896,0.5,0.25
0.052218,0.052218,1,0.9,0.9,0.5,0.25
0.05474,0.05474,1,0.904,0.904,0.5,0.25
0.057403,0.057403,1,0.908,0.908,0.5,0.25
0.060208,0.060208,1,0.912,0.912,0.5,0.25
0.063153,0.063153,1,0.916,0.916,0.5,0.25
0.066241,0.066241,1,0.92,0.92,0.5,0.25
0.06947,0.06947,1,0.924,0.924,0.5,0.25
0.07284,0.07284,1,0.928,0.928,0.5,0.25
0.076351,0.076351,1,0.932,0.932,0.5,0.25
0.080004,0.080004,1,0.936,0.936,0.5,0.25
0.083798,0.083798,1,0.94,0.94,0.5,0.25
0.087734,0.087734,1,0.944,0.944,0.5,0.25
0.091811,0.091811,1,0.948,0.948,0.5,0.25
0.096029,0.096029,1,0.952,0.952,0.5,0.25
0.10039,0.10039,1,0.956,0.956,0.5,0.25
0.10489,0.10489,1,0.96,0.96,0.5,0.25
0.10953,0.10953,1,0.964,0.964,0.5,0.25
0.11508,0.11508,1,0.968,0.968,0.5,0.25
0.1204,0.1204,1,0.972,0.972,0.5,0.25
0.12605,0.12605,1,0.976,0.976,0.5,0.25
0.13203,0.13203,1,0.98,0.98,0.5,0.25
0.13834,0.13834,1,0.984,0.984,0.5,0.25
0.14499,0.14499,1,0.988,0.988,0.5,0.25
0.15196,0.15196,1,0.992,0.992,0.5,0.25
0.15926,0.15926,1,0.996,0.996,0.5,0.25
0.1669,0.1669,1,1,1,0.5,0.25
0.17487,0.17487,1,1.004,1.004,0.5,0.25
0.18316,0.18316,1,1.008,1.008,0.5,0.25
0.19029,0.19029,1,1.012,1.012,0.5,0.25
0.19861,0.19861,1,1.016,1.016,0.5,0.25
0.20743,0.20743,1,1.02,1.02,0.5,0.25
0.21677,0.21677,1,1.024,1.024,0.5,0.25
0.22661,0.22661,1,1.028,1.028,0.5,0.25
0.23696,0.23696,1,1.032,1.032,0.5,0.25
0.24783,0.24783,1,1.036,1.036,0.5,0.25
0.25919,0.25919,1,1.04,1.04,0.5,0.25
0.27107,0.27107,1,1.044,1.044,0.5,0.25
0.28346,0.28346,1,1.048,1.048,0.5,0.25
0.29711,0.29711,1,1.052,1.052,0.5,0.25
0.3099,0.3099,1,1.056,1.056,0.5,0.25
0.32336,0.32336,1,1.06,1.06,0.5,0.25
0.3375,0.3375,1,1.064,1.064,0.5,0.25
0.35231,0.35231,1,1.068,1.068,0.5,0.25
0.3678,0.3678,1,1.072,1.072,0.5,0.25
0.38396,0.38396,1,1.076,1.076,0.5,0.25
0.4008,0.4008,1,1.08,1.08,0.5,0.25
0.42156,0.42156,1,1.084,1.084,0.5,0.25
0.44078,0.44078,1,1.088,1.088,0.5,0.25
0.46186,0.46186,1,1.092,1.092,0.5,0.25
0.4848,0.4848,1,1.096,1.096,0.5,0.25
0.50959,0.50959,1,1.1,1.1,0.5,0.25
0.53624,0.53624,1,1.104,1.104,0.5,0.25
0.56474,0.56474,1,1.108,1.108,0.5,0.25
0.5951,0.5951,1,1.112,1.112,0.5,0.25
0.62731,0.62731,1,1.116,1.116,0.5,0.25
0.66138,0.66138,1,1.12,1.12,0.5,0.25
0.6973,0.6973,1,1.124,1.124,0.5,0.25
0.73508,0.73508,1,1.128,1.128,0.5,0.25
0.77472,0.77472,1,1.132,1.132,0.5,0.25
0.81621,0.81621,1,1.136,1.136,0.5,0.25
0.85955,0.85955,1,1.14,1.14,0.5,0.25
0.89838,0.89838,1,1.144,1.144,0.5,0.25
0.95344,0.95344,1,1.148,1.148,0.5,0.25
1.0103,1.0103,1,1.152,1.152,0.5,0.25
1.0689,1.0689,1,1.156,1.156,0.5,0.25
1.1294,1.1294,1,1.16,1.16,0.5,0.25
1.1916,1.1916,1,1.164,1.164,0.5,0.25
1.2556,1.2556,1,1.168,1.168,0.5,0.25
1.3213,1.3213,1,1.172,1.172,0.5,0.25
1.3889,1.3889,1,1.176,1.176,0.5,0.25
1.4583,1.4583,1,1.18,1.18,0.5,0.25
1.5294,1.5294,1,1.184,1.184,0.5,0.25
1.6023,1.6023,1,1.188,1.188,0.5,0.25
1.6848,1.6848,1,1.192,1.192,0.5,0.25
1.7675,1.7675,1,1.196,1.196,0.5,0.25
1.8503,1.8503,1,1.2,1.2,0.5,0.25
1.9334,1.9334,1,1.204,1.204,0.5,0.25
2.0166,2.0166,1,1.208,1.208,0.5,0.25
2.1,2.1,1,1.212,1.212,0.5,0.25
2.1836,2.1836,1,1.216,1.216,0.5,0.25
2.2673,2.2673,1,1.22,1.22,0.5,0.25
2.3513,2.3513,1,1.224,1.224,0.5,0.25
2.4354,2.4354,1,1.228,1.228,0.5,0.25
2.5197,2.5197,1,1.232,1.232,0.5,0.25
2.6042,2.6042,1,1.236,1.236,0.5,0.25
2.7069,2.7069,1,1.24,1.24,0.5,0.25
2.7745,2.7745,1,1.244,1.244,0.5,0.25
2.8399,2.8399,1,1.248,1.248,0.5,0.25
2.9031,2.9031,1,1.252,1.252,0.5,0.25
2.964,2.964,1,1.256,1.256,0.5,0.25
3.0227,3.0227,1,1.26,1.26,0.5,0.25
3.0791,3.0791,1,1.264,1.264,0.5,0.25
3.1333,3.1333,1,1.268,1.268,0.5,0.25
nan,nan,0,1.272,1.272,0.5,0.25
3.2373,3.2373,1,1.276,1.276,0.5,0.25
3.2812,3.2812,1,1.28,1.28,0.5,0.25
3.3235,3.3235,1,1.284,1.284,0.5,0.25
3.3644,3.3644,1,1.288,1.288,0.5,0.25
3.4038,3.4038,1,1.292,1.292,0.5,0.25
3.4417,3.4417,1,1.296,1.296,0.5,0.25
3.4781,3.4781,1,1.3,1.3,0.5,0.25
3.513,3.513,1,1.304,1.304,0.5,0.25
3.55,3.55,1,1.308,1.308,0.5,0.25
3.5743,3.5743,1,1.312,1.312,0.5,0.25
3.5978,3.5978,1,1.316,1.316,0.5,0.25
3.6204,3.6204,1,1.32,1.32,0.5,0.25
3.6421,3.6421,1,1.324,1.324,0.5,0.25
3.663,3.663,1,1.328,1.328,0.5,0.25
3.683,3.683,1,1.332,1.332,0.5,0.25
3.7021,3.7021,1,1.336,1.336,0.5,0.25
3.7204,3.7204,1,1.34,1.34,0.5,0.25
3.7378,3.7378,1,1.344,1.344,0.5,0.25
3.7543,3.7543,1,1.348,1.348,0.5,0.25
3.77,3.77,1,1.352,1.352,0.5,0.25
3.7848,3.7848,1,1.356,1.356,0.5,0.25
3.7987,3.7987,1,1.36,1.36,0.5,0.25
3.8118,3.8118,1,1.364,1.364,0.5,0.25
3.8143,3.8143,1,1.368,1.368,0.5,0.25
3.8269,3.8269,1,1.372,1.372,0.5,0.25
3.8385,3.8385,1,1.376,1.376,0.5,0.25
3.8491,3.8491,1,1.38,1.38,0.5,0.25
3.8588,3.8588,1,1.384,1.384,0.5,0.25
3.8671,3.8671,1,1.388,1.388,0.5,0.25
3.8756,3.8756,1,1.392,1.392,0.5,0.25
3.8836,3.8836,1,1.396,1.396,0.5,0.25
3.8912,3.8912,1,1.4,1.4,0.5,0.25
3.8985,3.8985,1,1.404,1.404,0.5,0.25
3.9053,3.9053,1,1.408,1.408,0.5,0.25
3.9118,3.9118,1,1.412,1.412,0.5,0.25
3.9179,3.9179,1,1.416,1.416,0.5,0.25
3.9236,3.9236,1,1.42,1.42,0.5,0.25
3.9288,3.9288,1,1.424,1.424,0.5,0.25
3.9337,3.9337,1,1.428,1.428,0.5,0.25
3.9383,3.9383,1,1.432,1.432,0.5,0.25
3.9424,3.9424,1,1.436,1.436,0.5,0.25
3.9461,3.9461,1,1.44,1.44,0.5,0.25
3.947,3.947,1,1.444,1.444,0.5,0.25
3.9572,3.9572,1,1.448,1.448,0.5,0.25
3.9601,3.9601,1,1.452,1.452,0.5,0.25
3.9629,3.9629,1,1.456,1.456,0.5,0.25
3.9655,3.9655,1,1.46,1.46,0.5,0.25
3.9707,3.9707,1,1.464,1.464,0.5,0.25
3.9727,3.9727,1,1.468,1.468,0.5,0.25
3.9745,3.9745,1,1.472,1.472,0.5,0.25
3.9762,3.9762,1,1.476,1.476,0.5,0.25
3.9778,3.9778,1,1.48,1.48,0.5,0.25
3.9793,3.9793,1,1.484,1.484,0.5,0.25
3.9807,3.9807,1,1.488,1.488,0.5,0.25
3.9819,3.9819,1,1.492,1.492,0.5,0.25
3.983,3.983,1,1.496,1.496,0.5,0.25
3.984,3.984,1,1.5,1.5,0.5,0.25
3.9848,3.9848,1,1.504,1.504,0.5,0.25
3.9855,3.9855,1,1.508,1.508,0.5,0.25
3.9867,3.9867,1,1.512,1.512,0.5,0.25
3.9874,3.9874,1,1.516,1.516,0.5,0.25
3.9882,3.9882,1,1.52,1.52,0.5,0.25
3.9889,3.9889,1,1.524,1.524,0.5,0.25
3.9896,3.9896,1,1.528,1.528,0.5,0.25
3.9902,3.9902,1,1.532,1.532,0.5,0.25
3.9909,3.9909,1,1.536,1.536,0.5,0.25
3.9915,3.9915,1,1.54,1.54,0.5,0.25
3.9921,3.9921,1,1.544,1.544,0.5,0.25
3.9927,3.9927,1,1.548,1.548,0.5,0.25
3.9932,3.9932,1,1.552,1.552,0.5,0.25
3.9937,3.9937,1,1.556,1.556,0.5,0.25
3.9942,3.9942,1,1.56,1.56,0.5,0.25
3.9947,3.9947,1,1.564,1.564,0.5,0.25
3.9952,3.9951,1,1.568,1.568,0.5,0.25
3.9956,3.9956,1,1.572,1.572,0.5,0.25
3.996,3.996,1,1.576,1.576,0.5,0.25
3.9964,3.9963,1,1.58,1.58,0.5,0.25
3.9967,3.9967,1,1.584,1.584,0.5,0.25
3.997,3.997,1,1.588,1.588,0.5,0.25
3.9973,3.9973,1,1.592,1.592,0.5,0.25
3.9976,3.9976,1,1.596,1.596,0.5,0.25
3.9979,3.9978,1,1.6,1.6,0.5,0.25
3.9981,3.9981,1,1.604,1.604,0.5,0.25
3.9983,3.9983,1,1.608,1.608,0.5,0.25
3.9985,3.9984,1,1.612,1.612,0.5,0.25
3.9987,3.9986,1,1.616,1.616,0.5,0.25
3.9988,3.9987,1,1.62,1.62,0.5,0.25
3.9989,3.9988,1,1.624,1.624,0.5,0.25
3.999,3.9989,1,1.628,1.628,0.5,0.25
3.9991,3.999,1,1.632,1.632,0.5,0.25
3.9991,3.999,1,1.636,1.636,0.5,0.25
3.9989,3.9988,1,1.64,1.64,0.5,0.25
3.999,3.9989,1,1.644,1.644,0.5,0.25
3.9991,3.999,1,1.648,1.648,0.5,0.25
3.9992,3.9991,1,1.652,1.652,0.5,0.25
3.9993,3.9991,1,1.656,1.656,0.5,0.25
3.9994,3.9992,1,1.66,1.66,0.5,0.25
3.9995,3.9992,1,1.664,1.664,0.5,0.25
3.9996,3.9993,1,1.668,1.668,0.5,0.25
3.9996,3.9993,1,1.672,1.672,0.5,0.25
3.9997,3.9993,1,1.676,1.676,0.5,0.25
3.9997,3.9994,1,1.68,1.68,0.5,0.25
3.9996,3.9993,1,1.684,1.684,0.5,0.25
3.9997,3.9993,1,1.688,1.688,0.5,0.25
3.9998,3.9993,1,1.692,1.692,0.5,0.25
3.9998,3.9994,1,1.696,1.696,0.5,0.25
3.9999,3.9994,1,1.7,1.7,0.5,0.25
4,3.9994,1,1.704,1.704,0.5,0.25
4,3.9994,1,1.708,1.708,0.5,0.25
4.0001,3.9994,1,1.712,1.712,0.5,0.25
4.0001,3.9994,1,1.716,1.716,0.5,0.25
4.0001,3.9993,1,1.72,1.72,0.5,0.25
4.0002,3.9993,1,1.724,1.724,0.5,0.25
4.0002,3.9993,1,1.728,1.728,0.5,0.25
4.0003,3.9993,1,1.732,1.732,0.5,0.25
4.0004,3.9993,1,1.736,1.736,0.5,0.25
4.0004,3.9993,1,1.74,1.74,0.5,0.25
4.0005,3.9992,1,1.744,1.744,0.5,0.25
4.0005,3.9992,1,1.748,1.748,0.5,0.25
4.0006,3.9992,1,1.752,1.752,0.5,0.25
4.0007,3.9991,1,1.756,1.756,0.5,0.25
4.0007,3.9991,1,1.76,1.76,0.5,0.25
4.0008,3.999,1,1.764,1.764,0.5,0.25
4.0009,3.999,1,1.768,1.768,0.5,0.25
4.0009,3.9989,1,1.772,1.772,0.5,0.25
nan,nan,0,1.776,1.776,0.5,0.25
nan,nan,0,1.78,1.78,0.5,0.25
4.0012,3.9988,1,1.784,1.784,0.5,0.25
4.0013,3.9987,1,1.788,1.788,0.5,0.25
4.0014,3.9986,1,1.792,1.792,0.5,0.25
4.0014,3.9985,1,1.796,1.796,0.5,0.25
4.0015,3.9984,1,1.8,1.8,0.5,0.25
4.0017,3.9983,1,1.804,1.804,0.5,0.25
4.0018,3.9982,1,1.808,1.808,0.5,0.25
4.0019,3.9981,1,1.812,1.812,0.5,0.25
4.002,3.998,1,1.816,1.816,0.5,0.25
4.0021,3.9979,1,1.82,1.82,0.5,0.25
4.0022,3.9978,1,1.824,1.824,0.5,0.25
4.0024,3.9976,1,1.828,1.828,0.5,0.25
4.0025,3.9975,1,1.832,1.832,0.5,0.25
4.0026,3.9974,1,1.836,1.836,0.5,0.25
4.0028,3.9972,1,1.84,1.84,0.5,0.25
4.0029,3.9971,1,1.844,1.844,0.5,0.25
4.003,3.997,1,1.848,1.848,0.5,0.25
4.0032,3.9968,1,1.852,1.852,0.5,0.25
4.0034,3.9966,1,1.856,1.856,0.5,0.25
4.0036,3.9964,1,1.86,1.86,0.5,0.25
4.0038,3.9962,1,1.864,1.864,0.5,0.25
4.004,3.996,1,1.868,1.868,0.5,0.25
