"U","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
10,1,0.1164,2.0164,0.5,0.25
10,1,0.1166,2.0166,0.5,0.25
10,1,0.1168,2.0168,0.5,0.25
10,1,0.117,2.017,0.5,0.25
10,1,0.1172,2.0172,0.5,0.25
10,1,0.1174,2.0174,0.5,0.25
10,1,0.1176,2.0176,0.5,0.25
10,1,0.1178,2.0178,0.5,0.25
10,1,0.118,2.018,0.5,0.25
10,1,0.1182,2.0182,0.5,0.25
10,1,0.1184,2.0184,0.5,0.25
10,1,0.1186,2.0186,0.5,0.25
10,1,0.1188,2.0188,0.5,0.25
10,1,0.119,2.019,0.5,0.25
10,1,0.1192,2.0192,0.5,0.25
10,1,0.1194,2.0194,0.5,0.25
10,1,0.1196,2.0196,0.5,0.25
10,1,0.1198,2.0198,0.5,0.25
10,1,0.12,2.02,0.5,0.25
10,1,0.1202,2.0202,0.5,0.25
10,1,0.1204,2.0204,0.5,0.25
10,1,0.1206,2.0206,0.5,0.25
10,1,0.1208,2.0208,0.5,0.25
10,1,0.121,2.021,0.5,0.25
10,1,0.1212,2.0212,0.5,0.25
10,1,0.1214,2.0214,0.5,0.25
10,1,0.1216,2.0216,0.5,0.25
10,1,0.1218,2.0218,0.5,0.25
10,1,0.122,2.022,0.5,0.25
10,1,0.1222,2.0222,0.5,0.25
10,1,0.1224,2.0224,0.5,0.25
10,1,0.1226,2.0226,0.5,0.25
10,1,0.1228,2.0228,0.5,0.25
10,1,0.123,2.023,0.5,0.25
10,1,0.1232,2.0232,0.5,0.25
10,1,0.1234,2.0234,0.5,0.25
10,1,0.1236,2.0236,0.5,0.25
10,1,0.1238,2.0238,0.5,0.25
10,1,0.124,2.024,0.5,0.25
10,1,0.1242,2.0242,0.5,0.25
10,1,0.1244,2.0244,0.5,0.25
10,1,0.1246,2.0246,0.5,0.25
10,1,0.1248,2.0248,0.5,0.25
10,1,0.125,2.025,0.5,0.25
10,1,0.1252,2.0252,0.5,0.25
10,1,0.1254,2.0254,0.5,0.25
10,1,0.1256,2.0256,0.5,0.25
10,1,0.1258,2.0258,0.5,0.25
10,1,0.126,2.026,0.5,0.25
10,1,0.1262,2.0262,0.5,0.25
10,1,0.1264,2.0264,0.5,0.25
10,1,0.1266,2.0266,0.5,0.25
10,1,0.1268,2.0268,0.5,0.25
10,1,0.127,2.027,0.5,0.25
10,1,0.1272,2.0272,0.5,0.25
10,1,0.1274,2.0274,0.5,0.25
10,1,0.1276,2.0276,0.5,0.25
10,1,0.1278,2.0278,0.5,0.25
10,1,0.128,2.028,0.5,0.25
10,1,0.1282,2.0282,0.5,0.25
10,1,0.1284,2.0284,0.5,0.25
10,1,0.1286,2.0286,0.5,0.25
10,1,0.1288,2.0288,0.5,0.25
10,1,0.129,2.029,0.5,0.25
10,1,0.1292,2.0292,0.5,0.25
10,1,0.1294,2.0294,0.5,0.25
10,1,0.1296,2.0296,0.5,0.25
10,1,0.1298,2.0298,0.5,0.25
10,1,0.13,2.03,0.5,0.25
10,1,0.1302,2.0302,0.5,0.25
10,1,0.1304,2.0304,0.5,0.25
10,1,0.1306,2.0306,0.5,0.25
10,1,0.1308,2.0308,0.5,0.25
10,1,0.131,2.031,0.5,0.25
10,1,0.1312,2.0312,0.5,0.25
10,1,0.1314,2.0314,0.5,0.25
10,1,0.1316,2.0316,0.5,0.25
10,1,0.1318,2.0318,0.5,0.25
10,1,0.132,2.032,0.5,0.25
10,1,0.1322,2.0322,0.5,0.25
10,1,0.1324,2.0324,0.5,0.25
10,1,0.1326,2.0326,0.5,0.25
10,1,0.1328,2.0328,0.5,0.25
10,1,0.133,2.033,0.5,0.25
10,1,0.1332,2.0332,0.5,0.25
10,1,0.1334,2.0334,0.5,0.25
10,1,0.1336,2.0336,0.5,0.25
10,1,0.1338,2.0338,0.5,0.25
10,1,0.134,2.034,0.5,0.25
10,1,0.1342,2.0342,0.5,0.25
10,1,0.1344,2.0344,0.5,0.25
10,1,0.1346,2.0346,0.5,0.25
10,1,0.1348,2.0348,0.5,0.25
10,1,0.135,2.035,0.5,0.25
10,1,0.1352,2.0352,0.5,0.25
10,1,0.1354,2.0354,0.5,0.25
10,1,0.1356,2.0356,0.5,0.25
10,1,0.1358,2.0358,0.5,0.25
10,1,0.136,2.036,0.5,0.25
10,1,0.1362,2.0362,0.5,0.25
10,1,0.1364,2.0364,0.5,0.25
10,1,0.1366,2.0366,0.5,0.25
10,1,0.1368,2.0368,0.5,0.25
10,1,0.137,2.037,0.5,0.25
10,1,0.1372,2.0372,0.5,0.25
10,1,0.1374,2.0374,0.5,0.25
10,1,0.1376,2.0376,0.5,0.25
10,1,0.1378,2.0378,0.5,0.25
10,1,0.138,2.038,0.5,0.25
10,1,0.1382,2.0382,0.5,0.25
10,1,0.1384,2.0384,0.5,0.25
10,1,0.1386,2.0386,0.5,0.25
10,1,0.1388,2.0388,0.5,0.25
10,1,0.139,2.039,0.5,0.25
10,1,0.1392,2.0392,0.5,0.25
10,1,0.1394,2.0394,0.5,0.25
10,1,0.1396,2.0396,0.5,0.25
10,1,0.1398,2.0398,0.5,0.25
10,1,0.14,2.04,0.5,0.25
10,1,0.1402,2.0402,0.5,0.25
10,1,0.1404,2.0404,0.5,0.25
10,1,0.1406,2.0406,0.5,0.25
10,1,0.1408,2.0408,0.5,0.25
10,1,0.141,2.041,0.5,0.25
10,1,0.1412,2.0412,0.5,0.25
10,1,0.1414,2.0414,0.5,0.25
10,1,0.1416,2.0416,0.5,0.25
10,1,0.1418,2.0418,0.5,0.25
10,1,0.142,2.042,0.5,0.25
10,1,0.1422,2.0422,0.5,0.25
10,1,0.1424,2.0424,0.5,0.25
10,1,0.1426,2.0426,0.5,0.25
10,1,0.1428,2.0428,0.5,0.25
10,1,0.143,2.043,0.5,0.25
10,1,0.1432,2.0432,0.5,0.25
10,1,0.1434,2.0434,0.5,0.25
10,1,0.1436,2.0436,0.5,0.25
10,1,0.1438,2.0438,0.5,0.25
10,1,0.144,2.044,0.5,0.25
10,1,0.1442,2.0442,0.5,0.25
10,1,0.1444,2.0444,0.5,0.25
10,1,0.1446,2.0446,0.5,0.25
10,1,0.1448,2.0448,0.5,0.25
10,1,0.145,2.045,0.5,0.25
10,1,0.1452,2.0452,0.5,0.25
10,1,0.1454,2.0454,0.5,0.25
10,1,0.1456,2.0456,0.5,0.25
10,1,0.1458,2.0458,0.5,0.25
10,1,0.146,2.046,0.5,0.25
10,1,0.1462,2.0462,0.5,0.25
10,1,0.1464,2.0464,0.5,0.25
10,1,0.1466,2.0466,0.5,0.25
10,1,0.1468,2.0468,0.5,0.25
10,1,0.147,2.047,0.5,0.25
10,1,0.1472,2.0472,0.5,0.25
10,1,0.1474,2.0474,0.5,0.25
10,1,0.1476,2.0476,0.5,0.25
10,1,0.1478,2.0478,0.5,0.25
10,1,0.148,2.048,0.5,0.25
10,1,0.1482,2.0482,0.5,0.25
10,1,0.1484,2.0484,0.5,0.25
10,1,0.1486,2.0486,0.5,0.25
10,1,0.1488,2.0488,0.5,0.25
10,1,0.149,2.049,0.5,0.25
10,1,0.1492,2.0492,0.5,0.25
10,1,0.1494,2.0494,0.5,0.25
10,1,0.1496,2.0496,0.5,0.25
10,1,0.1498,2.0498,0.5,0.25
nan,0,0.15,2.05,0.5,0.25
nan,0,0.1502,2.0502,0.5,0.25
10,1,0.1504,2.0504,0.5,0.25
10,1,0.1506,2.0506,0.5,0.25
10,1,0.1508,2.0508,0.5,0.25
10,1,0.151,2.051,0.5,0.25
10,1,0.1512,2.0512,0.5,0.25
10,1,0.1514,2.0514,0.5,0.25
10,1,0.1516,2.0516,0.5,0.25
10,1,0.1518,2.0518,0.5,0.25
10,1,0.152,2.052,0.5,0.25
10,1,0.1522,2.0522,0.5,0.25
10,1,0.1524,2.0524,0.5,0.25
10,1,0.1526,2.0526,0.5,0.25
10,1,0.1528,2.0528,0.5,0.25
10,1,0.153,2.053,0.5,0.25
10,1,0.1532,2.0532,0.5,0.25
10,1,0.1534,2.0534,0.5,0.25
10,1,0.1536,2.0536,0.5,0.25
10,1,0.1538,2.0538,0.5,0.25
10,1,0.154,2.054,0.5,0.25
10,1,0.1542,2.0542,0.5,0.25
10,1,0.1544,2.0544,0.5,0.25
10,1,0.1546,2.0546,0.5,0.25
10,1,0.1548,2.0548,0.5,0.25
10,1,0.155,2.055,0.5,0.25
10,1,0.1552,2.0552,0.5,0.25
10,1,0.1554,2.0554,0.5,0.25
10,1,0.1556,2.0556,0.5,0.25
10,1,0.1558,2.0558,0.5,0.25
10,1,0.156,2.056,0.5,0.25
10,1,0.1562,2.0562,0.5,0.25
10,1,0.1564,2.0564,0.5,0.25
10,1,0.1566,2.0566,0.5,0.25
10,1,0.1568,2.0568,0.5,0.25
10,1,0.157,2.057,0.5,0.25
10,1,0.1572,2.0572,0.5,0.25
10,1,0.1574,2.0574,0.5,0.25
10,1,0.1576,2.0576,0.5,0.25
10,1,0.1578,2.0578,0.5,0.25
10,1,0.158,2.058,0.5,0.25
10,1,0.1582,2.0582,0.5,0.25
10,1,0.1584,2.0584,0.5,0.25
10,1,0.1586,2.0586,0.5,0.25
10,1,0.1588,2.0588,0.5,0.25
10,1,0.159,2.059,0.5,0.25
10,1,0.1592,2.0592,0.5,0.25
10,1,0.1594,2.0594,0.5,0.25
10,1,0.1596,2.0596,0.5,0.25
10,1,0.1598,2.0598,0.5,0.25
10,1,0.16,2.06,0.5,0.25
10,1,0.1602,2.0602,0.5,0.25
10,1,0.1604,2.0604,0.5,0.25
10,1,0.1606,2.0606,0.5,0.25
10,1,0.1608,2.0608,0.5,0.25
10,1,0.161,2.061,0.5,0.25
10,1,0.1612,2.0612,0.5,0.25
10,1,0.1614,2.0614,0.5,0.25
10,1,0.1616,2.0616,0.5,0.25
10,1,0.1618,2.0618,0.5,0.25
10,1,0.162,2.062,0.5,0.25
10,1,0.1622,2.0622,0.5,0.25
10,1,0.1624,2.0624,0.5,0.25
10,1,0.1626,2.0626,0.5,0.25
10,1,0.1628,2.0628,0.5,0.25
10,1,0.163,2.063,0.5,0.25
10,1,0.1632,2.0632,0.5,0.25
10,1,0.1634,2.0634,0.5,0.25
10,1,0.1636,2.0636,0.5,0.25
10,1,0.1638,2.0638,0.5,0.25
10,1,0.164,2.064,0.5,0.25
10,1,0.1642,2.0642,0.5,0.25
10,1,0.1644,2.0644,0.5,0.25
10,1,0.1646,2.0646,0.5,0.25
10,1,0.1648,2.0648,0.5,0.25
10,1,0.165,2.065,0.5,0.25
10,1,0.1652,2.0652,0.5,0.25
10,1,0.1654,2.0654,0.5,0.25
10,1,0.1656,2.0656,0.5,0.25
10,1,0.1658,2.0658,0.5,0.25
10,1,0.166,2.066,0.5,0.25
10,1,0.1662,2.0662,0.5,0.25
10,1,0.1664,2.0664,0.5,0.25
10,1,0.1666,2.0666,0.5,0.25
10,1,0.1668,2.0668,0.5,0.25
10,1,0.167,2.067,0.5,0.25
10,1,0.1672,2.0672,0.5,0.25
10,1,0.1674,2.0674,0.5,0.25
10,1,0.1676,2.0676,0.5,0.25
10,1,0.1678,2.0678,0.5,0.25
10,1,0.168,2.068,0.5,0.25
10,1,0.1682,2.0682,0.5,0.25
10,1,0.1684,2.0684,0.5,0.25
10,1,0.1686,2.0686,0.5,0.25
10,1,0.1688,2.0688,0.5,0.25
10,1,0.169,2.069,0.5,0.25
10,1,0.1692,2.0692,0.5,0.25
10,1,0.1694,2.0694,0.5,0.25
10,1,0.1696,2.0696,0.5,0.25
10,1,0.1698,2.0698,0.5,0.25
10,1,0.17,2.07,0.5,0.25
10,1,0.1702,2.0702,0.5,0.25
10,1,0.1704,2.0704,0.5,0.25
10,1,0.1706,2.0706,0.5,0.25
10,1,0.1708,2.0708,0.5,0.25
10,1,0.171,2.071,0.5,0.25
10,1,0.1712,2.0712,0.5,0.25
10,1,0.1714,2.0714,0.5,0.25
10,1,0.1716,2.0716,0.5,0.25
10,1,0.1718,2.0718,0.5,0.25
10,1,0.172,2.072,0.5,0.25
10,1,0.1722,2.0722,0.5,0.25
10,1,0.1724,2.0724,0.5,0.25
10,1,0.1726,2.0726,0.5,0.25
10,1,0.1728,2.0728,0.5,0.25
10,1,0.173,2.073,0.5,0.25
10,1,0.1732,2.0732,0.5,0.25
10,1,0.1734,2.0734,0.5,0.25
10,1,0.1736,2.0736,0.5,0.25
10,1,0.1738,2.0738,0.5,0.25
10,1,0.174,2.074,0.5,0.25
10,1,0.1742,2.0742,0.5,0.25
10,1,0.1744,2.0744,0.5,0.25
10,1,0.1746,2.0746,0.5,0.25
10,1,0.1748,2.0748,0.5,0.25
10,1,0.175,2.075,0.5,0.25
10,1,0.1752,2.0752,0.5,0.25
10,1,0.1754,2.0754,0.5,0.25
10,1,0.1756,2.0756,0.5,0.25
10,1,0.1758,2.0758,0.5,0.25
10,1,0.176,2.076,0.5,0.25
10,1,0.1762,2.0762,0.5,0.25
10,1,0.1764,2.0764,0.5,0.25
10,1,0.1766,2.0766,0.5,0.25
10,1,0.1768,2.0768,0.5,0.25
10,1,0.177,2.077,0.5,0.25
10,1,0.1772,2.0772,0.5,0.25
10,1,0.1774,2.0774,0.5,0.25
10,1,0.1776,2.0776,0.5,0.25
10,1,0.1778,2.0778,0.5,0.25
10,1,0.178,2.078,0.5,0.25
10,1,0.1782,2.0782,0.5,0.25
10,1,0.1784,2.0784,0.5,0.25
10,1,0.1786,2.0786,0.5,0.25
10,1,0.1788,2.0788,0.5,0.25
10,1,0.179,2.079,0.5,0.25
10,1,0.1792,2.0792,0.5,0.25
10,1,0.1794,2.0794,0.5,0.25
10,1,0.1796,2.0796,0.5,0.25
10,1,0.1798,2.0798,0.5,0.25
10,1,0.18,2.08,0.5,0.25
10,1,0.1802,2.0802,0.5,0.25
10,1,0.1804,2.0804,0.5,0.25
10,1,0.1806,2.0806,0.5,0.25
10,1,0.1808,2.0808,0.5,0.25
10,1,0.181,2.081,0.5,0.25
10,1,0.1812,2.0812,0.5,0.25
10,1,0.1814,2.0814,0.5,0.25
10,1,0.1816,2.0816,0.5,0.25
10,1,0.1818,2.0818,0.5,0.25
10,1,0.182,2.082,0.5,0.25
10,1,0.1822,2.0822,0.5,0.25
10,1,0.1824,2.0824,0.5,0.25
10,1,0.1826,2.0826,0.5,0.25
10,1,0.1828,2.0828,0.5,0.25
10,1,0.183,2.083,0.5,0.25
10,1,0.1832,2.0832,0.5,0.25
10,1,0.1834,2.0834,0.5,0.25
10,1,0.1836,2.0836,0.5,0.25
10,1,0.1838,2.0838,0.5,0.25
10,1,0.184,2.084,0.5,0.25
10,1,0.1842,2.0842,0.5,0.25
10,1,0.1844,2.0844,0.5,0.25
10,1,0.1846,2.0846,0.5,0.25
10,1,0.1848,2.0848,0.5,0.25
10,1,0.185,2.085,0.5,0.25
10,1,0.1852,2.0852,0.5,0.25
10,1,0.1854,2.0854,0.5,0.25
10,1,0.1856,2.0856,0.5,0.25
10,1,0.1858,2.0858,0.5,0.25
10,1,0.186,2.086,0.5,0.25
10,1,0.1862,2.0862,0.5,0.25
10,1,0.1864,2.0864,0.5,0.25
10,1,0.1866,2.0866,0.5,0.25
10,1,0.1868,2.0868,0.5,0.25
10,1,0.187,2.087,0.5,0.25
10,1,0.1872,2.0872,0.5,0.25
10,1,0.1874,2.0874,0.5,0.25
10,1,0.1876,2.0876,0.5,0.25
10,1,0.1878,2.0878,0.5,0.25
10,1,0.188,2.088,0.5,0.25
10,1,0.1882,2.0882,0.5,0.25
10,1,0.1884,2.0884,0.5,0.25
10,1,0.1886,2.0886,0.5,0.25
10,1,0.1888,2.0888,0.5,0.25
10,1,0.189,2.089,0.5,0.25
10,1,0.1892,2.0892,0.5,0.25
10,1,0.1894,2.0894,0.5,0.25
10,1,0.1896,2.0896,0.5,0.25
10,1,0.1898,2.0898,0.5,0.25
10,1,0.19,2.09,0.5,0.25
10,1,0.1902,2.0902,0.5,0.25
10,1,0.1904,2.0904,0.5,0.25
10,1,0.1906,2.0906,0.5,0.25
10,1,0.1908,2.0908,0.5,0.25
10,1,0.191,2.091,0.5,0.25
10,1,0.1912,2.0912,0.5,0.25
10,1,0.1914,2.0914,0.5,0.25
10,1,0.1916,2.0916,0.5,0.25
10,1,0.1918,2.0918,0.5,0.25
10,1,0.192,2.092,0.5,0.25
10,1,0.1922,2.0922,0.5,0.25
10,1,0.1924,2.0924,0.5,0.25
10,1,0.1926,2.0926,0.5,0.25
10,1,0.1928,2.0928,0.5,0.25
10,1,0.193,2.093,0.5,0.25
10,1,0.1932,2.0932,0.5,0.25
10,1,0.1934,2.0934,0.5,0.25
10,1,0.1936,2.0936,0.5,0.25
10,1,0.1938,2.0938,0.5,0.25
10,1,0.194,2.094,0.5,0.25
10,1,0.1942,2.0942,0.5,0.25
10,1,0.1944,2.0944,0.5,0.25
10,1,0.1946,2.0946,0.5,0.25
10,1,0.1948,2.0948,0.5,0.25
10,1,0.195,2.095,0.5,0.25
10,1,0.1952,2.0952,0.5,0.25
10,1,0.1954,2.0954,0.5,0.25
10,1,0.1956,2.0956,0.5,0.25
10,1,0.1958,2.0958,0.5,0.25
10,1,0.196,2.096,0.5,0.25
10,1,0.1962,2.0962,0.5,0.25
10,1,0.1964,2.0964,0.5,0.25
10,1,0.1966,2.0966,0.5,0.25
10,1,0.1968,2.0968,0.5,0.25
10,1,0.197,2.097,0.5,0.25
10,1,0.1972,2.0972,0.5,0.25
10,1,0.1974,2.0974,0.5,0.25
10,1,0.1976,2.0976,0.5,0.25
10,1,0.1978,2.0978,0.5,0.25
10,1,0.198,2.098,0.5,0.25
10,1,0.1982,2.0982,0.5,0.25
10,1,0.1984,2.0984,0.5,0.25
10,1,0.1986,2.0986,0.5,0.25
10,1,0.1988,2.0988,0.5,0.25
10,1,0.199,2.099,0.5,0.25
10,1,0.1992,2.0992,0.5,0.25
10,1,0.1994,2.0994,0.5,0.25
10,1,0.1996,2.0996,0.5,0.25
10,1,0.1998,2.0998,0.5,0.25
10,1,0.2,2.1,0.5,0.25
